inspection_id,work_id,inspection_date,inspector_designation,inspection_stage,rating,findings_summary,defects_observed,rectification_deadline,inspection_photo_ref,synthetic_demo_data
INSP-DEMO-010563,MPLAD-WRK-008339,2022-10-31,Sub-Divisional Officer (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010563.jpg,True
INSP-DEMO-010564,MPLAD-WRK-008339,2022-12-10,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010564.jpg,True
INSP-DEMO-010565,MPLAD-WRK-008340,2022-09-29,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010565.jpg,True
INSP-DEMO-010566,MPLAD-WRK-008341,2024-06-28,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010566.jpg,True
INSP-DEMO-010567,MPLAD-WRK-008342,2023-06-24,District Planning Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010567.jpg,True
INSP-DEMO-010568,MPLAD-WRK-008342,2023-08-16,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010568.jpg,True
INSP-DEMO-010569,MPLAD-WRK-008344,2024-08-25,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010569.jpg,True
INSP-DEMO-010570,MPLAD-WRK-008345,2024-09-18,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010570.jpg,True
INSP-DEMO-010571,MPLAD-WRK-008346,2023-11-15,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010571.jpg,True
INSP-DEMO-010572,MPLAD-WRK-008348,2022-12-30,Sub-Divisional Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010572.jpg,True
INSP-DEMO-010573,MPLAD-WRK-008348,2023-02-22,Sub-Divisional Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010573.jpg,True
INSP-DEMO-010574,MPLAD-WRK-008348,2023-04-17,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010574.jpg,True
INSP-DEMO-010575,MPLAD-WRK-008349,2024-10-28,Sub-Divisional Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010575.jpg,True
INSP-DEMO-010576,MPLAD-WRK-008350,2023-07-26,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010576.jpg,True
INSP-DEMO-010577,MPLAD-WRK-008350,2023-09-17,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010577.jpg,True
INSP-DEMO-010578,MPLAD-WRK-008351,2023-04-12,Independent Quality Assessor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010578.jpg,True
INSP-DEMO-010579,MPLAD-WRK-008352,2024-10-30,Sub-Divisional Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010579.jpg,True
INSP-DEMO-010580,MPLAD-WRK-008352,2024-12-24,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010580.jpg,True
INSP-DEMO-010581,MPLAD-WRK-008353,2023-09-17,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010581.jpg,True
INSP-DEMO-010582,MPLAD-WRK-008353,2023-11-12,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010582.jpg,True
INSP-DEMO-010583,MPLAD-WRK-008355,2025-04-04,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010583.jpg,True
INSP-DEMO-010584,MPLAD-WRK-008355,2025-06-30,Sub-Divisional Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010584.jpg,True
INSP-DEMO-010585,MPLAD-WRK-008355,2025-08-19,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010585.jpg,True
INSP-DEMO-010586,MPLAD-WRK-008356,2023-04-26,Executive Engineer - PWD (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010586.jpg,True
INSP-DEMO-010587,MPLAD-WRK-008357,2024-01-24,Sub-Divisional Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010587.jpg,True
INSP-DEMO-010588,MPLAD-WRK-008358,2024-01-07,Independent Quality Assessor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010588.jpg,True
INSP-DEMO-010589,MPLAD-WRK-008358,2024-03-09,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010589.jpg,True
INSP-DEMO-010590,MPLAD-WRK-008360,2024-05-12,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010590.jpg,True
INSP-DEMO-010591,MPLAD-WRK-008361,2022-08-28,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010591.jpg,True
INSP-DEMO-010592,MPLAD-WRK-008363,2024-04-24,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010592.jpg,True
INSP-DEMO-010593,MPLAD-WRK-008364,2023-09-16,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010593.jpg,True
INSP-DEMO-010594,MPLAD-WRK-008365,2022-11-25,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010594.jpg,True
INSP-DEMO-010595,MPLAD-WRK-008365,2023-01-03,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010595.jpg,True
INSP-DEMO-010596,MPLAD-WRK-008366,2024-11-08,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010596.jpg,True
INSP-DEMO-010597,MPLAD-WRK-008367,2023-01-22,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010597.jpg,True
INSP-DEMO-010598,MPLAD-WRK-008367,2023-03-30,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010598.jpg,True
INSP-DEMO-010599,MPLAD-WRK-008367,2023-05-14,District Planning Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010599.jpg,True
INSP-DEMO-010600,MPLAD-WRK-008368,2024-04-06,Executive Engineer - PWD (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010600.jpg,True
INSP-DEMO-010601,MPLAD-WRK-008368,2024-06-17,Independent Quality Assessor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010601.jpg,True
INSP-DEMO-010602,MPLAD-WRK-008368,2024-08-25,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010602.jpg,True
INSP-DEMO-010603,MPLAD-WRK-008369,2022-09-02,Sub-Divisional Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010603.jpg,True
INSP-DEMO-010604,MPLAD-WRK-008370,2023-08-19,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010604.jpg,True
INSP-DEMO-010605,MPLAD-WRK-008370,2023-11-04,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010605.jpg,True
INSP-DEMO-010606,MPLAD-WRK-008371,2024-12-29,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010606.jpg,True
INSP-DEMO-010607,MPLAD-WRK-008372,2023-11-18,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010607.jpg,True
INSP-DEMO-010608,MPLAD-WRK-008373,2023-03-18,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010608.jpg,True
INSP-DEMO-010609,MPLAD-WRK-008374,2025-01-05,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010609.jpg,True
INSP-DEMO-010610,MPLAD-WRK-008375,2023-07-10,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010610.jpg,True
INSP-DEMO-010611,MPLAD-WRK-008375,2023-09-13,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010611.jpg,True
INSP-DEMO-010612,MPLAD-WRK-008375,2023-11-14,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010612.jpg,True
INSP-DEMO-010613,MPLAD-WRK-008376,2025-02-06,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010613.jpg,True
INSP-DEMO-010614,MPLAD-WRK-008377,2022-08-23,District Planning Officer (Demo),Final Quality Inspection,Requires Rectification,Site inspection conducted. Quality benchmark verified as Requires Rectification.,True,2022-09-22,inspections/insp_demo_010614.jpg,True
INSP-DEMO-010615,MPLAD-WRK-008378,2025-05-31,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010615.jpg,True
INSP-DEMO-010616,MPLAD-WRK-008381,2025-02-10,District Planning Officer (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010616.jpg,True
INSP-DEMO-010617,MPLAD-WRK-008381,2025-04-15,Sub-Divisional Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010617.jpg,True
INSP-DEMO-010618,MPLAD-WRK-008383,2024-02-25,Executive Engineer - PWD (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010618.jpg,True
INSP-DEMO-010619,MPLAD-WRK-008385,2025-01-26,District Planning Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010619.jpg,True
INSP-DEMO-010620,MPLAD-WRK-008385,2025-03-28,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010620.jpg,True
INSP-DEMO-010621,MPLAD-WRK-008385,2025-06-07,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010621.jpg,True
INSP-DEMO-010622,MPLAD-WRK-008386,2023-10-19,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010622.jpg,True
INSP-DEMO-010623,MPLAD-WRK-008387,2024-03-20,Independent Quality Assessor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010623.jpg,True
INSP-DEMO-010624,MPLAD-WRK-008388,2024-11-22,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010624.jpg,True
INSP-DEMO-010625,MPLAD-WRK-008388,2025-01-05,Independent Quality Assessor (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010625.jpg,True
INSP-DEMO-010626,MPLAD-WRK-008388,2025-02-27,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010626.jpg,True
INSP-DEMO-010627,MPLAD-WRK-008389,2025-04-06,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010627.jpg,True
INSP-DEMO-010628,MPLAD-WRK-008389,2025-06-22,Independent Quality Assessor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010628.jpg,True
INSP-DEMO-010629,MPLAD-WRK-008390,2023-11-01,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010629.jpg,True
INSP-DEMO-010630,MPLAD-WRK-008390,2024-01-09,Sub-Divisional Officer (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010630.jpg,True
INSP-DEMO-010631,MPLAD-WRK-008390,2024-03-04,Executive Engineer - PWD (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010631.jpg,True
